epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,938.829,0.30984,0.20707,0.81793,0.99695,1,0.995,0.92607,0.29163,0.16373,0.76413,0.000561311,0.000561311,0.000561311
186,943.598,0.29208,0.20065,0.8156,0.99603,1,0.995,0.9256,0.29652,0.17045,0.76526,0.000556595,0.000556595,0.000556595
187,948.661,0.3071,0.20557,0.81192,0.99638,1,0.995,0.92248,0.30368,0.17734,0.76589,0.00055188,0.00055188,0.00055188
188,953.614,0.29922,0.202,0.82626,0.9979,1,0.995,0.92323,0.29028,0.16913,0.76616,0.000547164,0.000547164,0.000547164
189,958.396,0.29647,0.19657,0.80968,0.99681,1,0.995,0.92595,0.29284,0.16814,0.76591,0.000542448,0.000542448,0.000542448
190,963.187,0.30345,0.20594,0.81776,0.9964,1,0.995,0.92369,0.2893,0.16443,0.76491,0.000537733,0.000537733,0.000537733
191,967.946,0.31433,0.21101,0.81813,0.99547,1,0.995,0.92088,0.3129,0.17431,0.76648,0.000533017,0.000533017,0.000533017
192,972.659,0.30231,0.20127,0.8152,0.99548,1,0.995,0.9243,0.30008,0.17034,0.76577,0.000528301,0.000528301,0.000528301
193,977.461,0.30427,0.20236,0.81674,0.99577,1,0.995,0.92326,0.3034,0.16794,0.76616,0.000523586,0.000523586,0.000523586
194,982.227,0.28955,0.19679,0.81189,0.99601,1,0.995,0.92861,0.28759,0.16173,0.7647,0.00051887,0.00051887,0.00051887
195,987.046,0.30714,0.20463,0.82143,0.9974,0.99983,0.995,0.92233,0.29063,0.16689,0.76472,0.000514154,0.000514154,0.000514154
196,991.9,0.2975,0.19985,0.8199,0.99597,1,0.995,0.92358,0.28934,0.1605,0.76443,0.000509438,0.000509438,0.000509438
197,996.693,0.30589,0.20565,0.8167,0.99635,1,0.995,0.92691,0.29322,0.16338,0.76397,0.000504723,0.000504723,0.000504723
198,1001.5,0.29963,0.20052,0.81483,0.99571,1,0.995,0.92439,0.2941,0.16003,0.7655,0.000500007,0.000500007,0.000500007
199,1006.23,0.28974,0.19368,0.82105,0.99653,1,0.995,0.92473,0.2881,0.15657,0.76413,0.000495291,0.000495291,0.000495291
200,1011.16,0.28292,0.18975,0.81393,0.9969,1,0.995,0.92276,0.29851,0.16342,0.76497,0.000490576,0.000490576,0.000490576
201,1016.31,0.29462,0.19554,0.82069,0.99653,1,0.995,0.92667,0.29405,0.16355,0.76438,0.00048586,0.00048586,0.00048586
202,1021.35,0.30078,0.19874,0.81428,0.99545,1,0.995,0.92692,0.30274,0.15972,0.76578,0.000481144,0.000481144,0.000481144
203,1026.27,0.2889,0.1918,0.81561,0.99594,1,0.995,0.92342,0.29436,0.16891,0.76412,0.000476429,0.000476429,0.000476429
204,1031.19,0.29741,0.19731,0.82277,0.99642,1,0.995,0.92528,0.29312,0.15689,0.76421,0.000471713,0.000471713,0.000471713
205,1035.93,0.29672,0.1943,0.82282,0.99668,1,0.995,0.92434,0.29724,0.16167,0.76429,0.000466997,0.000466997,0.000466997
206,1040.79,0.29163,0.19202,0.81759,0.99624,1,0.995,0.92332,0.29147,0.16316,0.76397,0.000462281,0.000462281,0.000462281
207,1045.51,0.28897,0.19555,0.80674,0.99776,1,0.995,0.92264,0.28815,0.15809,0.76399,0.000457566,0.000457566,0.000457566
208,1050.32,0.28028,0.18865,0.81897,0.99631,1,0.995,0.92055,0.28931,0.16329,0.76419,0.00045285,0.00045285,0.00045285
209,1055.24,0.29295,0.1952,0.81407,0.99677,1,0.995,0.92703,0.28927,0.15942,0.76486,0.000448134,0.000448134,0.000448134
210,1060.1,0.28305,0.19135,0.81596,0.99723,1,0.995,0.92019,0.29854,0.16398,0.76484,0.000443419,0.000443419,0.000443419
211,1064.86,0.2838,0.19353,0.81075,0.99705,1,0.995,0.92072,0.29418,0.16651,0.7657,0.000438703,0.000438703,0.000438703
212,1069.76,0.29333,0.19162,0.817,0.99659,1,0.995,0.92038,0.28955,0.1635,0.76507,0.000433987,0.000433987,0.000433987
213,1074.68,0.28879,0.19652,0.82974,0.99698,0.99949,0.995,0.92492,0.29644,0.16752,0.76558,0.000429272,0.000429272,0.000429272
214,1079.52,0.29404,0.19345,0.82572,0.99586,1,0.995,0.92378,0.28516,0.16263,0.7643,0.000424556,0.000424556,0.000424556
215,1084.34,0.29061,0.18841,0.81988,0.99518,1,0.995,0.92278,0.29333,0.16026,0.76423,0.00041984,0.00041984,0.00041984
216,1089.13,0.29744,0.19968,0.82535,0.99443,1,0.995,0.9246,0.28837,0.15936,0.76377,0.000415124,0.000415124,0.000415124
217,1093.98,0.28027,0.18566,0.8163,0.99469,1,0.995,0.92621,0.28846,0.1588,0.76382,0.000410409,0.000410409,0.000410409
218,1098.75,0.28669,0.19139,0.81002,0.99563,1,0.995,0.92638,0.28905,0.16155,0.76496,0.000405693,0.000405693,0.000405693
219,1103.44,0.2893,0.18865,0.81987,0.99602,1,0.995,0.92428,0.29219,0.16053,0.7654,0.000400977,0.000400977,0.000400977
220,1108.37,0.28501,0.19198,0.81178,0.99644,1,0.995,0.92404,0.28547,0.16194,0.76432,0.000396262,0.000396262,0.000396262
221,1113.16,0.28663,0.1872,0.81739,0.99622,1,0.995,0.92433,0.28928,0.15906,0.76493,0.000391546,0.000391546,0.000391546
222,1117.86,0.28747,0.18465,0.81156,0.99602,1,0.995,0.92535,0.29062,0.15912,0.7643,0.00038683,0.00038683,0.00038683
223,1122.49,0.28685,0.19138,0.81178,0.99577,1,0.995,0.92676,0.28595,0.15943,0.76415,0.000382115,0.000382115,0.000382115
224,1127.28,0.27611,0.18599,0.81262,0.99624,1,0.995,0.9285,0.28793,0.1542,0.76377,0.000377399,0.000377399,0.000377399
225,1132.31,0.27817,0.18319,0.81359,0.99698,1,0.995,0.92666,0.29084,0.15574,0.76378,0.000372683,0.000372683,0.000372683
226,1137.09,0.27913,0.18367,0.81853,0.99722,1,0.995,0.92552,0.28731,0.15384,0.76325,0.000367967,0.000367967,0.000367967
227,1141.82,0.28017,0.18912,0.81806,0.99692,1,0.995,0.92626,0.28613,0.15768,0.76377,0.000363252,0.000363252,0.000363252
228,1146.47,0.28784,0.18694,0.81744,0.99608,1,0.995,0.92611,0.29093,0.1607,0.76392,0.000358536,0.000358536,0.000358536
229,1151.12,0.2795,0.18356,0.8178,0.99559,1,0.995,0.92475,0.28748,0.15556,0.7634,0.00035382,0.00035382,0.00035382
230,1155.92,0.29491,0.19736,0.82808,0.99574,1,0.995,0.92009,0.29582,0.15406,0.76515,0.000349105,0.000349105,0.000349105
231,1160.75,0.28044,0.18465,0.82112,0.99635,1,0.995,0.92367,0.29157,0.1537,0.76386,0.000344389,0.000344389,0.000344389
232,1165.65,0.28125,0.18475,0.80529,0.99815,1,0.995,0.92891,0.28337,0.15643,0.76355,0.000339673,0.000339673,0.000339673
233,1170.42,0.25996,0.1767,0.8121,0.99637,1,0.995,0.92468,0.28684,0.15078,0.76336,0.000334958,0.000334958,0.000334958
234,1175.09,0.26781,0.17732,0.81337,0.9963,1,0.995,0.92408,0.29054,0.1563,0.76458,0.000330242,0.000330242,0.000330242
235,1179.75,0.27811,0.18789,0.81506,0.99664,1,0.995,0.92322,0.29365,0.15878,0.76385,0.000325526,0.000325526,0.000325526
236,1184.62,0.27149,0.18357,0.82066,0.99704,1,0.995,0.92516,0.28457,0.15586,0.76289,0.00032081,0.00032081,0.00032081
237,1189.41,0.27216,0.18403,0.81472,0.9972,1,0.995,0.92563,0.28642,0.15778,0.76317,0.000316095,0.000316095,0.000316095
238,1194.13,0.26582,0.17758,0.8078,0.99714,1,0.995,0.92506,0.2874,0.15959,0.76432,0.000311379,0.000311379,0.000311379
239,1198.97,0.27266,0.17869,0.81399,0.99725,1,0.995,0.92594,0.2892,0.15748,0.76399,0.000306663,0.000306663,0.000306663
240,1203.7,0.27814,0.18465,0.81865,0.99719,1,0.995,0.92696,0.28877,0.15742,0.76381,0.000301948,0.000301948,0.000301948
241,1208.37,0.2748,0.18016,0.81068,0.99669,1,0.995,0.9266,0.2906,0.15413,0.76387,0.000297232,0.000297232,0.000297232
242,1213.26,0.2755,0.18265,0.81169,0.99686,1,0.995,0.92438,0.29576,0.1569,0.76344,0.000292516,0.000292516,0.000292516
243,1218.01,0.28324,0.19276,0.82364,0.99723,1,0.995,0.9237,0.29216,0.15775,0.76406,0.000287801,0.000287801,0.000287801
244,1222.8,0.26972,0.17887,0.80922,0.99715,1,0.995,0.92315,0.28776,0.1513,0.76377,0.000283085,0.000283085,0.000283085
245,1227.53,0.26582,0.17313,0.81526,0.9969,1,0.995,0.92128,0.29174,0.14965,0.76338,0.000278369,0.000278369,0.000278369
246,1232.24,0.2684,0.18021,0.82664,0.9967,1,0.995,0.92099,0.28775,0.15109,0.76314,0.000273654,0.000273654,0.000273654
247,1236.9,0.27546,0.18162,0.8084,0.9968,1,0.995,0.92167,0.28631,0.15168,0.76342,0.000268938,0.000268938,0.000268938
248,1241.7,0.2697,0.17601,0.81219,0.99595,0.99962,0.995,0.92161,0.28974,0.14964,0.7628,0.000264222,0.000264222,0.000264222
249,1246.48,0.26019,0.17363,0.81606,0.99544,0.99945,0.995,0.92165,0.28702,0.14552,0.76288,0.000259506,0.000259506,0.000259506
250,1251.45,0.27,0.17663,0.81132,0.99568,0.99963,0.995,0.92202,0.28392,0.153,0.76321,0.000254791,0.000254791,0.000254791
251,1256.19,0.26601,0.17611,0.81812,0.99622,1,0.995,0.91713,0.2819,0.15081,0.76276,0.000250075,0.000250075,0.000250075
252,1260.93,0.25086,0.16926,0.80803,0.99696,1,0.995,0.92225,0.28901,0.15424,0.76396,0.000245359,0.000245359,0.000245359
253,1265.54,0.27388,0.18034,0.81124,0.99705,1,0.995,0.92485,0.28331,0.14908,0.76306,0.000240644,0.000240644,0.000240644
254,1270.23,0.26532,0.17914,0.81059,0.9965,1,0.995,0.92539,0.2821,0.1518,0.76279,0.000235928,0.000235928,0.000235928
255,1274.98,0.26479,0.17469,0.80802,0.99599,1,0.995,0.92134,0.27983,0.1489,0.76278,0.000231212,0.000231212,0.000231212
256,1279.59,0.25849,0.17109,0.81228,0.99605,1,0.995,0.9215,0.28378,0.14909,0.76286,0.000226497,0.000226497,0.000226497
257,1284.44,0.25511,0.16423,0.80477,0.99632,1,0.995,0.92139,0.28156,0.15296,0.76356,0.000221781,0.000221781,0.000221781
258,1289.2,0.26995,0.17777,0.81597,0.99636,1,0.995,0.9213,0.28336,0.1527,0.76326,0.000217065,0.000217065,0.000217065
259,1294,0.26383,0.17238,0.8184,0.9963,1,0.995,0.92258,0.28558,0.15246,0.76367,0.000212349,0.000212349,0.000212349
260,1298.81,0.26053,0.17325,0.81702,0.99651,1,0.995,0.92587,0.27817,0.14804,0.76293,0.000207634,0.000207634,0.000207634
261,1303.6,0.25331,0.16729,0.81266,0.99619,1,0.995,0.92449,0.27877,0.14651,0.76288,0.000202918,0.000202918,0.000202918
262,1308.34,0.25638,0.17187,0.80632,0.99583,1,0.995,0.92393,0.28235,0.15139,0.76319,0.000198202,0.000198202,0.000198202
263,1313.03,0.26649,0.17201,0.81295,0.99603,1,0.995,0.9273,0.27926,0.15046,0.76271,0.000193487,0.000193487,0.000193487
264,1317.92,0.25606,0.1709,0.81515,0.99642,1,0.995,0.9244,0.27964,0.14662,0.7632,0.000188771,0.000188771,0.000188771
265,1322.62,0.26512,0.17004,0.81281,0.99812,1,0.995,0.92797,0.27756,0.14985,0.76295,0.000184055,0.000184055,0.000184055
266,1327.47,0.26592,0.17512,0.81373,0.99647,1,0.995,0.92523,0.2806,0.14993,0.76286,0.00017934,0.00017934,0.00017934
267,1332.22,0.25917,0.1693,0.80896,0.9979,1,0.995,0.92458,0.27902,0.14848,0.76282,0.000174624,0.000174624,0.000174624
268,1336.97,0.25887,0.17009,0.82064,0.99605,1,0.995,0.92693,0.27619,0.14827,0.76275,0.000169908,0.000169908,0.000169908
269,1341.67,0.25018,0.16601,0.81686,0.99611,1,0.995,0.92458,0.27677,0.15009,0.76266,0.000165192,0.000165192,0.000165192
270,1346.34,0.25064,0.16379,0.80438,0.99641,1,0.995,0.9216,0.2809,0.15079,0.76274,0.000160477,0.000160477,0.000160477
271,1351.05,0.25002,0.16369,0.80884,0.99647,1,0.995,0.92067,0.27933,0.14849,0.76296,0.000155761,0.000155761,0.000155761
272,1355.86,0.26509,0.17484,0.81967,0.99628,1,0.995,0.92247,0.27752,0.14909,0.76284,0.000151045,0.000151045,0.000151045
273,1360.63,0.26004,0.17211,0.81544,0.99637,1,0.995,0.92156,0.27919,0.14688,0.76271,0.00014633,0.00014633,0.00014633
274,1365.34,0.25852,0.17378,0.82082,0.99663,1,0.995,0.92346,0.27759,0.14546,0.76316,0.000141614,0.000141614,0.000141614
275,1370.03,0.2562,0.16852,0.81668,0.9968,1,0.995,0.92238,0.27759,0.14634,0.76306,0.000136898,0.000136898,0.000136898
276,1374.89,0.24891,0.16274,0.81226,0.99683,1,0.995,0.9233,0.28279,0.14564,0.76262,0.000132183,0.000132183,0.000132183
277,1379.7,0.2519,0.16709,0.80354,0.99682,1,0.995,0.92169,0.28011,0.14431,0.76244,0.000127467,0.000127467,0.000127467
278,1384.57,0.24823,0.16247,0.80689,0.9968,1,0.995,0.92203,0.27665,0.1445,0.7622,0.000122751,0.000122751,0.000122751
279,1389.22,0.2493,0.16745,0.80285,0.99675,1,0.995,0.9236,0.27709,0.14382,0.76262,0.000118035,0.000118035,0.000118035
280,1393.99,0.2524,0.16214,0.81316,0.99672,1,0.995,0.92338,0.28227,0.14541,0.76267,0.00011332,0.00011332,0.00011332
281,1398.8,0.24546,0.1577,0.81848,0.99665,1,0.995,0.92437,0.28002,0.14289,0.76218,0.000108604,0.000108604,0.000108604
282,1403.52,0.23666,0.15668,0.80825,0.99686,1,0.995,0.92083,0.27977,0.14307,0.76252,0.000103888,0.000103888,0.000103888
283,1408.45,0.24536,0.16185,0.80852,0.99689,1,0.995,0.92236,0.28192,0.14619,0.76267,9.91726e-05,9.91726e-05,9.91726e-05
284,1413.2,0.23575,0.15748,0.80546,0.99666,1,0.995,0.92366,0.28393,0.14344,0.76311,9.44569e-05,9.44569e-05,9.44569e-05
285,1418.04,0.2405,0.15873,0.81379,0.99642,1,0.995,0.92614,0.28064,0.13995,0.7632,8.97412e-05,8.97412e-05,8.97412e-05
286,1422.85,0.25191,0.16162,0.80435,0.99612,1,0.995,0.92863,0.27905,0.14227,0.76267,8.50255e-05,8.50255e-05,8.50255e-05
287,1427.53,0.2471,0.16271,0.80485,0.99599,1,0.995,0.92339,0.28228,0.14209,0.76279,8.03098e-05,8.03098e-05,8.03098e-05
288,1432.51,0.24297,0.15965,0.81629,0.996,1,0.995,0.91958,0.28448,0.1432,0.76294,7.55941e-05,7.55941e-05,7.55941e-05
289,1437.16,0.24519,0.16081,0.81123,0.99606,1,0.995,0.92184,0.28256,0.14287,0.76292,7.08784e-05,7.08784e-05,7.08784e-05
290,1441.87,0.24423,0.15732,0.80251,0.99625,1,0.995,0.92284,0.2783,0.14168,0.76283,6.61627e-05,6.61627e-05,6.61627e-05
291,1468.08,0.25284,0.15072,0.76728,0.99685,1,0.995,0.92272,0.28036,0.14486,0.76243,6.1447e-05,6.1447e-05,6.1447e-05
292,1474.47,0.23754,0.14518,0.75861,0.99714,1,0.995,0.92244,0.28276,0.14407,0.76257,5.67313e-05,5.67313e-05,5.67313e-05
293,1480.63,0.231,0.14166,0.76583,0.99717,1,0.995,0.924,0.28465,0.14338,0.76259,5.20156e-05,5.20156e-05,5.20156e-05
294,1487.43,0.24189,0.14343,0.76105,0.99721,1,0.995,0.92397,0.28357,0.14303,0.76273,4.72999e-05,4.72999e-05,4.72999e-05
295,1492.57,0.23324,0.13569,0.77568,0.99722,1,0.995,0.92126,0.2842,0.1421,0.76291,4.25842e-05,4.25842e-05,4.25842e-05
296,1497.22,0.22655,0.13616,0.76092,0.99731,1,0.995,0.92187,0.28314,0.14369,0.76276,3.78685e-05,3.78685e-05,3.78685e-05
297,1502.12,0.23093,0.14058,0.75357,0.99739,1,0.995,0.92124,0.28425,0.14572,0.76293,3.31528e-05,3.31528e-05,3.31528e-05
298,1506.94,0.22664,0.13804,0.76113,0.99733,1,0.995,0.92177,0.2838,0.14598,0.76267,2.84371e-05,2.84371e-05,2.84371e-05
299,1511.5,0.23176,0.1346,0.77347,0.99729,1,0.995,0.92239,0.28316,0.14598,0.76261,2.37214e-05,2.37214e-05,2.37214e-05
300,1516.75,0.23396,0.14024,0.76805,0.99722,1,0.995,0.92225,0.28369,0.14343,0.76302,1.90057e-05,1.90057e-05,1.90057e-05
